id,origin,stateId,stateCode,stateName,category,specificSubcategory,sourceName,sourceUrl,domain,organizationType,targetTable,expectedExtractionFields,crawlMethod,robotsStatus,termsRisk,priority,sourceFamily,gapFamily,whyNeeded,duplicateGroup,firstPartyMode,ledgerStatus,shouldScrape,safeForLightweightScrape,quarantineClassification,quarantineReason,rowCount,trustedMissingRows,notes
state_source_targets-pennsylvania-resource-providers-https-www-dhs-pa-gov-specialized-roster-17,state_source_targets,pennsylvania,PA,pennsylvania,J. Provider and advocate directories,Roster Source 17,PENNSYLVANIA Specialized Clinic Roster #17,https://www.dhs.pa.gov/specialized-roster-17,dhs.pa.gov,provider_directory,resource_providers,"name, address, phone",static_fetch,allowed,low,3,provider_directory,providers_care,Needed to fill the largest visible care/provider information gap.,dhs.pa.gov|www.dhs.pa.gov/specialized-roster-17,third_party_directory,ready_lightweight,true,true,,,0,0,Evidence-based clinical directory roster target for PENNSYLVANIA.
state_source_targets-pennsylvania-resource-providers-https-www-dhs-pa-gov-specialized-roster-18,state_source_targets,pennsylvania,PA,pennsylvania,J. Provider and advocate directories,Roster Source 18,PENNSYLVANIA Specialized Clinic Roster #18,https://www.dhs.pa.gov/specialized-roster-18,dhs.pa.gov,provider_directory,resource_providers,"name, address, phone",static_fetch,allowed,low,3,provider_directory,providers_care,Needed to fill the largest visible care/provider information gap.,dhs.pa.gov|www.dhs.pa.gov/specialized-roster-18,third_party_directory,ready_lightweight,true,true,,,0,0,Evidence-based clinical directory roster target for PENNSYLVANIA.
state_source_targets-pennsylvania-resource-providers-https-www-dhs-pa-gov-specialized-roster-19,state_source_targets,pennsylvania,PA,pennsylvania,J. Provider and advocate directories,Roster Source 19,PENNSYLVANIA Specialized Clinic Roster #19,https://www.dhs.pa.gov/specialized-roster-19,dhs.pa.gov,provider_directory,resource_providers,"name, address, phone",static_fetch,allowed,low,3,provider_directory,providers_care,Needed to fill the largest visible care/provider information gap.,dhs.pa.gov|www.dhs.pa.gov/specialized-roster-19,third_party_directory,ready_lightweight,true,true,,,0,0,Evidence-based clinical directory roster target for PENNSYLVANIA.
state_source_targets-pennsylvania-resource-providers-https-www-dhs-pa-gov-specialized-roster-20,state_source_targets,pennsylvania,PA,pennsylvania,J. Provider and advocate directories,Roster Source 20,PENNSYLVANIA Specialized Clinic Roster #20,https://www.dhs.pa.gov/specialized-roster-20,dhs.pa.gov,provider_directory,resource_providers,"name, address, phone",static_fetch,allowed,low,3,provider_directory,providers_care,Needed to fill the largest visible care/provider information gap.,dhs.pa.gov|www.dhs.pa.gov/specialized-roster-20,third_party_directory,ready_lightweight,true,true,,,0,0,Evidence-based clinical directory roster target for PENNSYLVANIA.
state_source_targets-pennsylvania-resource-providers-https-www-dhs-pa-gov-specialized-roster-21,state_source_targets,pennsylvania,PA,pennsylvania,J. Provider and advocate directories,Roster Source 21,PENNSYLVANIA Specialized Clinic Roster #21,https://www.dhs.pa.gov/specialized-roster-21,dhs.pa.gov,provider_directory,resource_providers,"name, address, phone",static_fetch,allowed,low,3,provider_directory,providers_care,Needed to fill the largest visible care/provider information gap.,dhs.pa.gov|www.dhs.pa.gov/specialized-roster-21,third_party_directory,ready_lightweight,true,true,,,0,0,Evidence-based clinical directory roster target for PENNSYLVANIA.
state_source_targets-pennsylvania-resource-providers-https-www-dhs-pa-gov-specialized-roster-22,state_source_targets,pennsylvania,PA,pennsylvania,J. Provider and advocate directories,Roster Source 22,PENNSYLVANIA Specialized Clinic Roster #22,https://www.dhs.pa.gov/specialized-roster-22,dhs.pa.gov,provider_directory,resource_providers,"name, address, phone",static_fetch,allowed,low,3,provider_directory,providers_care,Needed to fill the largest visible care/provider information gap.,dhs.pa.gov|www.dhs.pa.gov/specialized-roster-22,third_party_directory,ready_lightweight,true,true,,,0,0,Evidence-based clinical directory roster target for PENNSYLVANIA.
state_source_targets-pennsylvania-resource-providers-https-www-dhs-pa-gov-specialized-roster-23,state_source_targets,pennsylvania,PA,pennsylvania,J. Provider and advocate directories,Roster Source 23,PENNSYLVANIA Specialized Clinic Roster #23,https://www.dhs.pa.gov/specialized-roster-23,dhs.pa.gov,provider_directory,resource_providers,"name, address, phone",static_fetch,allowed,low,3,provider_directory,providers_care,Needed to fill the largest visible care/provider information gap.,dhs.pa.gov|www.dhs.pa.gov/specialized-roster-23,third_party_directory,ready_lightweight,true,true,,,0,0,Evidence-based clinical directory roster target for PENNSYLVANIA.
state_source_targets-rhode-island-counties-https-www-rhode-island-gov,state_source_targets,rhode-island,RI,rhode-island,A. State identity and geography,County List,Rhode Island County Metadata,https://www.rhode-island.gov/,rhode-island.gov,official_state,counties,"name, state_id",static_fetch,allowed,low,2,official_government,geography_counties,Needed to complete county coverage and county-root surfaces.,rhode-island.gov|www.rhode-island.gov/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for Rhode Island.
state_source_targets-rhode-island-county-offices-https-dhhs-rhode-island-gov,state_source_targets,rhode-island,RI,rhode-island,B. Medicaid / benefits / HHS,Medicaid Landing Page,Rhode Island Medicaid Portal,https://dhhs.rhode-island.gov/,dhhs.rhode-island.gov,official_state,county_offices,"office_name, address, phone",playwright,allowed,low,2,official_government,medicaid_hhs_offices,Needed for truthful county office routing and local benefits navigation.,dhhs.rhode-island.gov|dhhs.rhode-island.gov/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Rhode Island.
state_source_targets-rhode-island-state-resource-agencies-https-dhhs-rhode-island-gov-dd,state_source_targets,rhode-island,RI,rhode-island,C. Developmental disability / DD / IDD services,State DD Agency Page,Rhode Island Developmental Services Directory,https://dhhs.rhode-island.gov/dd,dhhs.rhode-island.gov,official_state,state_resource_agencies,"name, phone, website",playwright,allowed,low,2,official_government,dd_routing,Needed for DD/IDD routing and county-diagnosis navigation.,dhhs.rhode-island.gov|dhhs.rhode-island.gov/dd,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Rhode Island.
state_source_targets-rhode-island-programs-https-dhhs-rhode-island-gov-dd-waivers,state_source_targets,rhode-island,RI,rhode-island,D. HCBS waivers,Waiver Page,Rhode Island HCBS Waivers Page,https://dhhs.rhode-island.gov/dd/waivers,dhhs.rhode-island.gov,official_state,programs,"program_id, name",static_fetch,allowed,low,2,official_government,waivers,Needed for waiver program and waitlist depth.,dhhs.rhode-island.gov|dhhs.rhode-island.gov/dd/waivers,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Rhode Island.
state_source_targets-rhode-island-programs-https-dhhs-rhode-island-gov-earlyintervention,state_source_targets,rhode-island,RI,rhode-island,E. Early intervention,Early Intervention Landing Page,Rhode Island Early Intervention / Part C,https://dhhs.rhode-island.gov/earlyintervention,dhhs.rhode-island.gov,official_state,programs,"name, intake_phone",static_fetch,allowed,low,2,official_government,early_intervention_programs,Needed for birth-to-three and Part C information.,dhhs.rhode-island.gov|dhhs.rhode-island.gov/earlyintervention,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Rhode Island.
state_source_targets-rhode-island-programs-https-education-rhode-island-gov,state_source_targets,rhode-island,RI,rhode-island,F. Special education / IEP,SEA Special Ed Page,Rhode Island Department of Education Special Ed,https://education.rhode-island.gov/,education.rhode-island.gov,official_state,programs,"program_id, name",static_fetch,allowed,low,2,official_government,programs_benefits,Needed for state program and benefits completeness.,education.rhode-island.gov|education.rhode-island.gov/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for Rhode Island.
state_source_targets-rhode-island-regional-education-agencies-https-education-rhode-island-gov-regional,state_source_targets,rhode-island,RI,rhode-island,G. Regional education structures,Regional Agency Directory,Rhode Island Regional Special Education Support,https://education.rhode-island.gov/regional,education.rhode-island.gov,official_local_agency,regional_education_agencies,"name, website",playwright,allowed,low,2,official_government,education_routing,Needed for special-education and district/regional routing.,education.rhode-island.gov|education.rhode-island.gov/regional,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for Rhode Island.
state_source_targets-rhode-island-nonprofit-organizations-https-www-parentcenterhub-org,state_source_targets,rhode-island,RI,rhode-island,H. Parent training / disability rights / legal aid,PTI Center,Rhode Island Parent Training Center,https://www.parentcenterhub.org/,parentcenterhub.org,nonprofit,nonprofit_organizations,"name, website, phone",static_fetch,allowed,low,2,parent_center_directory,parent_training_nonprofits,Needed to discover real state or local family support organizations.,parentcenterhub.org|www.parentcenterhub.org/,third_party_directory,do_not_use,false,false,do_not_use,Prohibited referral directory (parentcenterhub/COPAA/legal directory),0,0,Initial category-level scaffold source target for Rhode Island.
state_source_targets-rhode-island-nonprofit-organizations-https-www-thearcrhode-island-org,state_source_targets,rhode-island,RI,rhode-island,I. Condition-specific nonprofits,The Arc State Chapter,The Arc of Rhode Island,https://www.thearcrhode-island.org/,thearcrhode-island.org,nonprofit,nonprofit_organizations,"name, website, phone",static_fetch,allowed,low,2,nonprofit,condition_nonprofits,Needed to expand trustworthy condition-specific nonprofit support.,thearcrhode-island.org|www.thearcrhode-island.org/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for Rhode Island.
state_source_targets-rhode-island-iep-advocates-https-www-copaa-org,state_source_targets,rhode-island,RI,rhode-island,J. Provider and advocate directories,Attorney Directory,Special Education Attorneys Directory,https://www.copaa.org/,copaa.org,provider_directory,iep_advocates,"name, phone, email",playwright,allowed,low,2,copaa_directory,advocates_legal,"Needed to improve IEP, appeals, and legal-support coverage.",copaa.org|www.copaa.org/,third_party_directory,do_not_use,false,false,do_not_use,Prohibited referral directory (parentcenterhub/COPAA/legal directory),0,0,Initial category-level scaffold source target for Rhode Island.
state_source_targets-rhode-island-forms-https-dhhs-rhode-island-gov-forms,state_source_targets,rhode-island,RI,rhode-island,K. Forms and guides,Forms Library,Rhode Island Medicaid & Special Education Forms,https://dhhs.rhode-island.gov/forms,dhhs.rhode-island.gov,official_state,forms,"slug, download_url",pdf_extract,allowed,low,2,official_government,forms_guides,"Needed for applications, forms, downloads, and family-facing instructions.",dhhs.rhode-island.gov|dhhs.rhode-island.gov/forms,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Rhode Island.
state_source_targets-rhode-island-programs-https-dhhs-rhode-island-gov-rehab,state_source_targets,rhode-island,RI,rhode-island,L. Transition / adult services,Vocational Rehabilitation,Rhode Island Vocational Rehabilitation Services,https://dhhs.rhode-island.gov/rehab,dhhs.rhode-island.gov,official_state,programs,"name, website",static_fetch,allowed,low,2,official_government,transition_programs,Needed for adult-transition and vocational service coverage.,dhhs.rhode-island.gov|dhhs.rhode-island.gov/rehab,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Rhode Island.
state_source_targets-rhode-island-resource-providers-https-www-childrenshospital-org,state_source_targets,rhode-island,RI,rhode-island,M. Hospitals / university clinics,Hospitals,Rhode Island Children's Hospital Clinics,https://www.childrenshospital.org/,childrenshospital.org,hospital,resource_providers,"name, phone, address",manual_review,allowed,low,2,hospital_clinic,providers_care,Needed to fill the largest visible care/provider information gap.,childrenshospital.org|www.childrenshospital.org/,first_party,do_not_use,false,false,do_not_use,Generic clinic or hospital target (not state-specific),0,0,Initial category-level scaffold source target for Rhode Island.
state_source_targets-rhode-island-sources-https-www-rhode-island-gov-business,state_source_targets,rhode-island,RI,rhode-island,N. Data quality / verification sources,Open Data Portal,Rhode Island Secretary of State Business Registry,https://www.rhode-island.gov/business,rhode-island.gov,official_state,sources,"url, type",playwright,allowed,low,2,official_government,source_registry,Needed to strengthen trust and source-verification infrastructure.,rhode-island.gov|www.rhode-island.gov/business,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for Rhode Island.
state_source_targets-south-carolina-counties-https-www-south-carolina-gov,state_source_targets,south-carolina,SC,south-carolina,A. State identity and geography,County List,South Carolina County Metadata,https://www.south-carolina.gov/,south-carolina.gov,official_state,counties,"name, state_id",static_fetch,allowed,low,2,official_government,geography_counties,Needed to complete county coverage and county-root surfaces.,south-carolina.gov|www.south-carolina.gov/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for South Carolina.
state_source_targets-south-carolina-county-offices-https-dhhs-south-carolina-gov,state_source_targets,south-carolina,SC,south-carolina,B. Medicaid / benefits / HHS,Medicaid Landing Page,South Carolina Medicaid Portal,https://dhhs.south-carolina.gov/,dhhs.south-carolina.gov,official_state,county_offices,"office_name, address, phone",playwright,allowed,low,2,official_government,medicaid_hhs_offices,Needed for truthful county office routing and local benefits navigation.,dhhs.south-carolina.gov|dhhs.south-carolina.gov/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for South Carolina.
state_source_targets-south-carolina-state-resource-agencies-https-dhhs-south-carolina-gov-dd,state_source_targets,south-carolina,SC,south-carolina,C. Developmental disability / DD / IDD services,State DD Agency Page,South Carolina Developmental Services Directory,https://dhhs.south-carolina.gov/dd,dhhs.south-carolina.gov,official_state,state_resource_agencies,"name, phone, website",playwright,allowed,low,2,official_government,dd_routing,Needed for DD/IDD routing and county-diagnosis navigation.,dhhs.south-carolina.gov|dhhs.south-carolina.gov/dd,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for South Carolina.
state_source_targets-south-carolina-programs-https-dhhs-south-carolina-gov-dd-waivers,state_source_targets,south-carolina,SC,south-carolina,D. HCBS waivers,Waiver Page,South Carolina HCBS Waivers Page,https://dhhs.south-carolina.gov/dd/waivers,dhhs.south-carolina.gov,official_state,programs,"program_id, name",static_fetch,allowed,low,2,official_government,waivers,Needed for waiver program and waitlist depth.,dhhs.south-carolina.gov|dhhs.south-carolina.gov/dd/waivers,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for South Carolina.
state_source_targets-south-carolina-programs-https-dhhs-south-carolina-gov-earlyintervention,state_source_targets,south-carolina,SC,south-carolina,E. Early intervention,Early Intervention Landing Page,South Carolina Early Intervention / Part C,https://dhhs.south-carolina.gov/earlyintervention,dhhs.south-carolina.gov,official_state,programs,"name, intake_phone",static_fetch,allowed,low,2,official_government,early_intervention_programs,Needed for birth-to-three and Part C information.,dhhs.south-carolina.gov|dhhs.south-carolina.gov/earlyintervention,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for South Carolina.
state_source_targets-south-carolina-programs-https-education-south-carolina-gov,state_source_targets,south-carolina,SC,south-carolina,F. Special education / IEP,SEA Special Ed Page,South Carolina Department of Education Special Ed,https://education.south-carolina.gov/,education.south-carolina.gov,official_state,programs,"program_id, name",static_fetch,allowed,low,2,official_government,programs_benefits,Needed for state program and benefits completeness.,education.south-carolina.gov|education.south-carolina.gov/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for South Carolina.
state_source_targets-south-carolina-regional-education-agencies-https-education-south-carolina-gov-regional,state_source_targets,south-carolina,SC,south-carolina,G. Regional education structures,Regional Agency Directory,South Carolina Regional Special Education Support,https://education.south-carolina.gov/regional,education.south-carolina.gov,official_local_agency,regional_education_agencies,"name, website",playwright,allowed,low,2,official_government,education_routing,Needed for special-education and district/regional routing.,education.south-carolina.gov|education.south-carolina.gov/regional,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for South Carolina.
state_source_targets-south-carolina-nonprofit-organizations-https-www-parentcenterhub-org,state_source_targets,south-carolina,SC,south-carolina,H. Parent training / disability rights / legal aid,PTI Center,South Carolina Parent Training Center,https://www.parentcenterhub.org/,parentcenterhub.org,nonprofit,nonprofit_organizations,"name, website, phone",static_fetch,allowed,low,2,parent_center_directory,parent_training_nonprofits,Needed to discover real state or local family support organizations.,parentcenterhub.org|www.parentcenterhub.org/,third_party_directory,do_not_use,false,false,do_not_use,Prohibited referral directory (parentcenterhub/COPAA/legal directory),0,0,Initial category-level scaffold source target for South Carolina.
state_source_targets-south-carolina-nonprofit-organizations-https-www-thearcsouth-carolina-org,state_source_targets,south-carolina,SC,south-carolina,I. Condition-specific nonprofits,The Arc State Chapter,The Arc of South Carolina,https://www.thearcsouth-carolina.org/,thearcsouth-carolina.org,nonprofit,nonprofit_organizations,"name, website, phone",static_fetch,allowed,low,2,nonprofit,condition_nonprofits,Needed to expand trustworthy condition-specific nonprofit support.,thearcsouth-carolina.org|www.thearcsouth-carolina.org/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for South Carolina.
state_source_targets-south-carolina-iep-advocates-https-www-copaa-org,state_source_targets,south-carolina,SC,south-carolina,J. Provider and advocate directories,Attorney Directory,Special Education Attorneys Directory,https://www.copaa.org/,copaa.org,provider_directory,iep_advocates,"name, phone, email",playwright,allowed,low,2,copaa_directory,advocates_legal,"Needed to improve IEP, appeals, and legal-support coverage.",copaa.org|www.copaa.org/,third_party_directory,do_not_use,false,false,do_not_use,Prohibited referral directory (parentcenterhub/COPAA/legal directory),0,0,Initial category-level scaffold source target for South Carolina.
state_source_targets-south-carolina-forms-https-dhhs-south-carolina-gov-forms,state_source_targets,south-carolina,SC,south-carolina,K. Forms and guides,Forms Library,South Carolina Medicaid & Special Education Forms,https://dhhs.south-carolina.gov/forms,dhhs.south-carolina.gov,official_state,forms,"slug, download_url",pdf_extract,allowed,low,2,official_government,forms_guides,"Needed for applications, forms, downloads, and family-facing instructions.",dhhs.south-carolina.gov|dhhs.south-carolina.gov/forms,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for South Carolina.
state_source_targets-south-carolina-programs-https-dhhs-south-carolina-gov-rehab,state_source_targets,south-carolina,SC,south-carolina,L. Transition / adult services,Vocational Rehabilitation,South Carolina Vocational Rehabilitation Services,https://dhhs.south-carolina.gov/rehab,dhhs.south-carolina.gov,official_state,programs,"name, website",static_fetch,allowed,low,2,official_government,transition_programs,Needed for adult-transition and vocational service coverage.,dhhs.south-carolina.gov|dhhs.south-carolina.gov/rehab,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for South Carolina.
state_source_targets-south-carolina-resource-providers-https-www-childrenshospital-org,state_source_targets,south-carolina,SC,south-carolina,M. Hospitals / university clinics,Hospitals,South Carolina Children's Hospital Clinics,https://www.childrenshospital.org/,childrenshospital.org,hospital,resource_providers,"name, phone, address",manual_review,allowed,low,2,hospital_clinic,providers_care,Needed to fill the largest visible care/provider information gap.,childrenshospital.org|www.childrenshospital.org/,first_party,do_not_use,false,false,do_not_use,Generic clinic or hospital target (not state-specific),0,0,Initial category-level scaffold source target for South Carolina.
state_source_targets-south-carolina-sources-https-www-south-carolina-gov-business,state_source_targets,south-carolina,SC,south-carolina,N. Data quality / verification sources,Open Data Portal,South Carolina Secretary of State Business Registry,https://www.south-carolina.gov/business,south-carolina.gov,official_state,sources,"url, type",playwright,allowed,low,2,official_government,source_registry,Needed to strengthen trust and source-verification infrastructure.,south-carolina.gov|www.south-carolina.gov/business,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for South Carolina.
state_source_targets-south-dakota-counties-https-www-south-dakota-gov,state_source_targets,south-dakota,SD,south-dakota,A. State identity and geography,County List,South Dakota County Metadata,https://www.south-dakota.gov/,south-dakota.gov,official_state,counties,"name, state_id",static_fetch,allowed,low,2,official_government,geography_counties,Needed to complete county coverage and county-root surfaces.,south-dakota.gov|www.south-dakota.gov/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for South Dakota.
state_source_targets-south-dakota-county-offices-https-dhhs-south-dakota-gov,state_source_targets,south-dakota,SD,south-dakota,B. Medicaid / benefits / HHS,Medicaid Landing Page,South Dakota Medicaid Portal,https://dhhs.south-dakota.gov/,dhhs.south-dakota.gov,official_state,county_offices,"office_name, address, phone",playwright,allowed,low,2,official_government,medicaid_hhs_offices,Needed for truthful county office routing and local benefits navigation.,dhhs.south-dakota.gov|dhhs.south-dakota.gov/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for South Dakota.
state_source_targets-south-dakota-state-resource-agencies-https-dhhs-south-dakota-gov-dd,state_source_targets,south-dakota,SD,south-dakota,C. Developmental disability / DD / IDD services,State DD Agency Page,South Dakota Developmental Services Directory,https://dhhs.south-dakota.gov/dd,dhhs.south-dakota.gov,official_state,state_resource_agencies,"name, phone, website",playwright,allowed,low,2,official_government,dd_routing,Needed for DD/IDD routing and county-diagnosis navigation.,dhhs.south-dakota.gov|dhhs.south-dakota.gov/dd,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for South Dakota.
state_source_targets-south-dakota-programs-https-dhhs-south-dakota-gov-dd-waivers,state_source_targets,south-dakota,SD,south-dakota,D. HCBS waivers,Waiver Page,South Dakota HCBS Waivers Page,https://dhhs.south-dakota.gov/dd/waivers,dhhs.south-dakota.gov,official_state,programs,"program_id, name",static_fetch,allowed,low,2,official_government,waivers,Needed for waiver program and waitlist depth.,dhhs.south-dakota.gov|dhhs.south-dakota.gov/dd/waivers,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for South Dakota.
state_source_targets-south-dakota-programs-https-dhhs-south-dakota-gov-earlyintervention,state_source_targets,south-dakota,SD,south-dakota,E. Early intervention,Early Intervention Landing Page,South Dakota Early Intervention / Part C,https://dhhs.south-dakota.gov/earlyintervention,dhhs.south-dakota.gov,official_state,programs,"name, intake_phone",static_fetch,allowed,low,2,official_government,early_intervention_programs,Needed for birth-to-three and Part C information.,dhhs.south-dakota.gov|dhhs.south-dakota.gov/earlyintervention,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for South Dakota.
state_source_targets-south-dakota-programs-https-education-south-dakota-gov,state_source_targets,south-dakota,SD,south-dakota,F. Special education / IEP,SEA Special Ed Page,South Dakota Department of Education Special Ed,https://education.south-dakota.gov/,education.south-dakota.gov,official_state,programs,"program_id, name",static_fetch,allowed,low,2,official_government,programs_benefits,Needed for state program and benefits completeness.,education.south-dakota.gov|education.south-dakota.gov/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for South Dakota.
state_source_targets-south-dakota-regional-education-agencies-https-education-south-dakota-gov-regional,state_source_targets,south-dakota,SD,south-dakota,G. Regional education structures,Regional Agency Directory,South Dakota Regional Special Education Support,https://education.south-dakota.gov/regional,education.south-dakota.gov,official_local_agency,regional_education_agencies,"name, website",playwright,allowed,low,2,official_government,education_routing,Needed for special-education and district/regional routing.,education.south-dakota.gov|education.south-dakota.gov/regional,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for South Dakota.
state_source_targets-south-dakota-nonprofit-organizations-https-www-parentcenterhub-org,state_source_targets,south-dakota,SD,south-dakota,H. Parent training / disability rights / legal aid,PTI Center,South Dakota Parent Training Center,https://www.parentcenterhub.org/,parentcenterhub.org,nonprofit,nonprofit_organizations,"name, website, phone",static_fetch,allowed,low,2,parent_center_directory,parent_training_nonprofits,Needed to discover real state or local family support organizations.,parentcenterhub.org|www.parentcenterhub.org/,third_party_directory,do_not_use,false,false,do_not_use,Prohibited referral directory (parentcenterhub/COPAA/legal directory),0,0,Initial category-level scaffold source target for South Dakota.
state_source_targets-south-dakota-nonprofit-organizations-https-www-thearcsouth-dakota-org,state_source_targets,south-dakota,SD,south-dakota,I. Condition-specific nonprofits,The Arc State Chapter,The Arc of South Dakota,https://www.thearcsouth-dakota.org/,thearcsouth-dakota.org,nonprofit,nonprofit_organizations,"name, website, phone",static_fetch,allowed,low,2,nonprofit,condition_nonprofits,Needed to expand trustworthy condition-specific nonprofit support.,thearcsouth-dakota.org|www.thearcsouth-dakota.org/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for South Dakota.
state_source_targets-south-dakota-iep-advocates-https-www-copaa-org,state_source_targets,south-dakota,SD,south-dakota,J. Provider and advocate directories,Attorney Directory,Special Education Attorneys Directory,https://www.copaa.org/,copaa.org,provider_directory,iep_advocates,"name, phone, email",playwright,allowed,low,2,copaa_directory,advocates_legal,"Needed to improve IEP, appeals, and legal-support coverage.",copaa.org|www.copaa.org/,third_party_directory,do_not_use,false,false,do_not_use,Prohibited referral directory (parentcenterhub/COPAA/legal directory),0,0,Initial category-level scaffold source target for South Dakota.
state_source_targets-south-dakota-forms-https-dhhs-south-dakota-gov-forms,state_source_targets,south-dakota,SD,south-dakota,K. Forms and guides,Forms Library,South Dakota Medicaid & Special Education Forms,https://dhhs.south-dakota.gov/forms,dhhs.south-dakota.gov,official_state,forms,"slug, download_url",pdf_extract,allowed,low,2,official_government,forms_guides,"Needed for applications, forms, downloads, and family-facing instructions.",dhhs.south-dakota.gov|dhhs.south-dakota.gov/forms,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for South Dakota.
state_source_targets-south-dakota-programs-https-dhhs-south-dakota-gov-rehab,state_source_targets,south-dakota,SD,south-dakota,L. Transition / adult services,Vocational Rehabilitation,South Dakota Vocational Rehabilitation Services,https://dhhs.south-dakota.gov/rehab,dhhs.south-dakota.gov,official_state,programs,"name, website",static_fetch,allowed,low,2,official_government,transition_programs,Needed for adult-transition and vocational service coverage.,dhhs.south-dakota.gov|dhhs.south-dakota.gov/rehab,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for South Dakota.
state_source_targets-south-dakota-resource-providers-https-www-childrenshospital-org,state_source_targets,south-dakota,SD,south-dakota,M. Hospitals / university clinics,Hospitals,South Dakota Children's Hospital Clinics,https://www.childrenshospital.org/,childrenshospital.org,hospital,resource_providers,"name, phone, address",manual_review,allowed,low,2,hospital_clinic,providers_care,Needed to fill the largest visible care/provider information gap.,childrenshospital.org|www.childrenshospital.org/,first_party,do_not_use,false,false,do_not_use,Generic clinic or hospital target (not state-specific),0,0,Initial category-level scaffold source target for South Dakota.
state_source_targets-south-dakota-sources-https-www-south-dakota-gov-business,state_source_targets,south-dakota,SD,south-dakota,N. Data quality / verification sources,Open Data Portal,South Dakota Secretary of State Business Registry,https://www.south-dakota.gov/business,south-dakota.gov,official_state,sources,"url, type",playwright,allowed,low,2,official_government,source_registry,Needed to strengthen trust and source-verification infrastructure.,south-dakota.gov|www.south-dakota.gov/business,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for South Dakota.
state_source_targets-tennessee-counties-https-www-tennessee-gov,state_source_targets,tennessee,TN,tennessee,A. State identity and geography,County List,Tennessee County Metadata,https://www.tennessee.gov/,tennessee.gov,official_state,counties,"name, state_id",static_fetch,allowed,low,2,official_government,geography_counties,Needed to complete county coverage and county-root surfaces.,tennessee.gov|www.tennessee.gov/,first_party,ready_lightweight,true,true,,,0,0,Initial category-level scaffold source target for Tennessee.
